IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
3412cf6664d160f2b47044e21f01b99d4dc9b062	PF02739:IPR020046-PF01367:IPR020045-PF00476:IPR001098-PF04463:IPR007553	1	A0A6N9NVV0	1227	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[3-170],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[172-264],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[520-892],PF04463{2-thiour_desulf}:IPR007553{2-thiour_desulf}[1079-1213]
348827640c46e7d9a3f1dad9a0f4d7e45293cdf1	PF02739:IPR020046-PF01367:IPR020045-PF02037:IPR003034-PF00476:IPR001098-PF00884:IPR000917	1	A0A1Q9ECL7	2932	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[1021-1192],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[1193-1290],PF02037{SAP}:IPR003034{SAP_dom}[1675-1705],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1746-2079],PF00884{Sulfatase}:IPR000917{Sulfatase_N}[2301-2677]
369c41671a82bc8eabe08d239a5c8cc3d15fd004	PF01612:IPR002562-PF00476:IPR001098-PF13392:IPR003615-PF00476:IPR001098-PF14890-PF14528:IPR004860-PF00476:IPR001098	1	A0A6J4SS66	1200	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[8-176],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[245-330],PF13392{HNH_3}:IPR003615{HNH_nuc}[463-490],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[591-764],PF14890{Intein_splicing}[808-1123],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[984-1035],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1106-1199]
38a4643ae28f361c4e2941ed4fb2cd7aa9852f06	PF19263:IPR045455-PF00476:IPR001098	1	A0A840FAS4	1436	PF19263{DUF5906}:IPR045455{NrS-1_pol-like_helicase}[517-615],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1109-1434]
3a07412acaac2ce84bf0f290dc4798d51a8385b2	PF01582:IPR000157-PF00931:IPR002182-PF00476:IPR001098-PF00476:IPR001098	1	A0A2U1KSP9	1501	PF01582{TIR}:IPR000157{TIR_dom}[64-228],PF00931{NB-ARC}:IPR002182{NB-ARC}[243-468],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1192-1290],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1320-1498]
3a0aab61f7b1d0e48ffc26b63937659d027b9f3d	PF21038:IPR048739-PF21040-PF21039:IPR048738-PF18136:IPR041336-PF00476:IPR001098	1	A0A158QIB6	1924	PF21038{CEP104_N}:IPR048739{CEP104_N}[2-66],PF21040{CEP104-like_TOG}[343-559],PF21039{CEP104_ZnF}:IPR048738{CEP104_Znf}[683-799],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[836-1116],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1584-1826]
3b5f1d04f9072a605b67974f962dda5654a9714f	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF02586:IPR003738	1	A0A158RDY2	2166	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[46-216],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[454-520],PF20470{HTH_61}:IPR046931{HTH_61}[525-627],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[666-830],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1487-1848],PF02586{SRAP}:IPR003738{SRAP}[1982-2084]
3c1a9dd1801414a569cc2fc4c6a5b319cf16c484	PF13664:IPR025423-PF18136:IPR041336-PF00476:IPR001098	1	A0AAE8N090	1210	PF13664{DUF4149}:IPR025423{TMEM205-like}[23-123],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[183-462],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[759-999]
3c2a92006579e0ebedb3ea0a8f7a3fd64ac6f173	PF08706:IPR014818-PF19263:IPR045455-PF00476:IPR001098	1	A0A2P8DHI1	1498	PF08706{D5_N}:IPR014818{Phage/plasmid_primase_P4_C}[376-441],PF19263{DUF5906}:IPR045455{NrS-1_pol-like_helicase}[469-573],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1156-1477]
3c69040dda8f3e226713169b4ed4294a3a271e96	PF10551:IPR018289-PF00476:IPR001098-PF10551:IPR018289	1	A0A817NME6	1055	PF10551{MULE}:IPR018289{MULE_transposase_dom}[183-277],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[432-676],PF10551{MULE}:IPR018289{MULE_transposase_dom}[768-862]
3dbdc17191acf2bba306142206d56bea52c8db4b	PF00271:IPR001650-PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098	1	A0A9K3GF80	2506	PF00271{Helicase_C}:IPR001650{Helicase_C-like}[202-288],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[548-745],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1994-2127],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2241-2494]
3e2b86973128ac50abf299e05805d0e82d416202	PF02739:IPR020046-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	1	A0A8H8XNQ1	1215	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[7-164],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[375-516],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[759-955],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[982-1164]
3e3654fcb9c07fe7eca51e64d93548d8ab3ccd7d	PF00476:IPR001098-PF02945:IPR004211-PF13482:IPR038720	1	A0A9P6TU23	1960	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[379-735],PF02945{Endonuclease_7}:IPR004211{Endonuclease_7}[1398-1465],PF13482{RNase_H_2}:IPR038720{YprB_RNase_H-like_dom}[1541-1672]
3ec07d73cda32990a20853e059a59728e1e958e4	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098	1	A0A0P7UK87	2244	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[24-113],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[252-334],PF20470{HTH_61}:IPR046931{HTH_61}[339-392],PF20470{HTH_61}:IPR046931{HTH_61}[419-487],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[517-677],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1845-1987],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1987-2237]
3ff0b43c891993028762b64579665adc37877a57	PF00476:IPR001098-PF03972:IPR045336-PF19305:IPR045337	1	A0A833LG88	467	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1-80],PF03972{MmgE_PrpD_N}:IPR045336{MmgE_PrpD_N}[75-225],PF19305{MmgE_PrpD_C}:IPR045337{MmgE_PrpD_C}[248-433]
426d204696e196dd46890880e43773d93c253370	PF15965:IPR001293-PF15966:IPR001810-PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	1	A0A401S202	3355	PF15965{zf-TRAF_2}:IPR001293{Znf_TRAF}[21-80],PF15966{F-box_4}:IPR001810{F-box_dom}[535-647],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[1015-1183],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1328-1401],PF20470{HTH_61}:IPR046931{HTH_61}[1406-1506],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1536-1696],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2862-3348]
42b2dcde1baf8534bf0ef2aa3e512a559ba1f9c7	PF01063:IPR001544-PF02739:IPR020046-PF01367:IPR020045-PF01612:IPR002562-PF00476:IPR001098	1	A0A6P4I4D9	1254	PF01063{Aminotran_4}:IPR001544{Aminotrans_IV}[77-319],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[377-538],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[539-628],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[721-842],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[875-1252]
42b56a1896338c453339de6ad0772afccde28c3b	PF21849:IPR054203-PF01612:IPR002562-PF00476:IPR001098	1	A0A2W6ZP89	1086	PF21849{DUF6908}:IPR054203{DUF6908}[121-232],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[363-533],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[595-940]
42ca1feb6397cb14f423a83f8a3ed4ef8ca4464f	PF01367:IPR020045-PF01612:IPR002562-PF01612:IPR002562-PF00476:IPR001098	1	A0A6P0WXP7	869	PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[29-122],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[198-250],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[305-440],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[476-867]
42ea9d58ecd30553e3b823d57d32434c99505a03	PF00476:IPR001098-PF01852:IPR002913	1	A0AAD8H9M9	279	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[19-57],PF01852{START}:IPR002913{START_lipid-bd_dom}[60-100]
42f8c659a863fcc19e17a2be59cf564492497247	PF18049:IPR040940-PF00476:IPR001098-PF00476:IPR001098-PF00476:IPR001098	1	A0A6A4SAC3	1112	PF18049{DNA_pol_P_Exo}:IPR040940{DNA_pol_P_Exo}[609-784],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[819-925],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[925-989],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[989-1067]
43b244849c868bf79367c146f9e371802fbe9f57	PF15168:IPR024842-PF18136:IPR041336-PF18136:IPR041336-PF00476:IPR001098	1	A0A1I8GAC5	1113	PF15168{TRIQK}:IPR024842{TRIQK}[1-63],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[174-267],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[266-415],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[788-1028]
452d6792a708c76181acbf5280adf59015ff1394	PF00319:IPR002100-PF00476:IPR001098-PF05701:IPR008545	1	A0AAD5GJ78	674	PF00319{SRF-TF}:IPR002100{TF_MADSbox}[226-254],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[255-338],PF05701{WEMBL}:IPR008545{Web}[429-586]
47384044d9f5811a2f67a5bb086754cf48e4f605	PF02739:IPR020046-PF01367:IPR020045-PF00476:IPR001098-PF14890-PF14528:IPR004860-PF00476:IPR001098	1	A0A0T5ZWQ6	1208	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[2-75],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[77-171],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[390-602],PF14890{Intein_splicing}[651-1039],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[837-917],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1040-1207]
47fcec9a1140000de67d1422254484440bed2297	PF13966:IPR026960-PF00476:IPR001098	1	A0AA38TFB5	552	PF13966{zf-RVT}:IPR026960{RVT-Znf}[194-253],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[355-432]
48a92e80d07d0a958a7e054b6a5c4af43aafe24d	PF07714:IPR001245-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	1	A0A835JNG9	1367	PF07714{PK_Tyr_Ser-Thr}:IPR001245{Ser-Thr/Tyr_kinase_cat_dom}[140-254],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[641-800],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1030-1159],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1186-1364]
48f0ce91405d011f6195d8b0f6e6a93398153d29	PF02604:IPR006442-PF00476:IPR001098	1	A0A7Y5BU72	347	PF02604{PhdYeFM_antitox}:IPR006442{Antitoxin_Phd/YefM}[4-45],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[44-327]
48f895e6b1b93fd5d41983a052676f82371826bd	PF00071:IPR001806-PF00476:IPR001098-PF01176:IPR006196	1	A0A8J2W586	715	PF00071{Ras}:IPR001806{Small_GTPase}[9-167],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[241-365],PF01176{eIF-1a}:IPR006196{RNA-binding_domain_S1_IF1}[588-650]
4a7913f5628248e746a6d8767b3270a707713276	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF21099:IPR048960-PF00476:IPR001098-PF00566:IPR000195	1	A0A7R9BJ93	2345	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[40-202],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[346-421],PF20470{HTH_61}:IPR046931{HTH_61}[426-519],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[548-627],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[634-764],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1584-1982],PF00566{RabGAP-TBC}:IPR000195{Rab-GAP-TBC_dom}[2153-2312]
4aa9684b7b892f944a5dd13033f28cdca0928250	PF04707:IPR006797-PF00476:IPR001098	1	A0AA41TBJ8	330	PF04707{PRELI}:IPR006797{PRELI/MSF1_dom}[16-74],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[88-319]
4b2bf835e5baacb04f1de69f6c38a07aba389c8d	PF02739:IPR020046-PF01367:IPR020045-PF09281:IPR015361-PF00476:IPR001098-PF14890-PF14528:IPR004860-PF00476:IPR001098	1	D3PLE6	1273	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[22-181],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[183-276],PF09281{Taq-exonuc}:IPR015361{Taq_pol_thermo_exonuc}[305-430],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[465-675],PF14890{Intein_splicing}[715-1105],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[900-979],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1106-1271]
4c163f6cb7f3fa57238b7080783887f5005121c1	PF00169:IPR001849-PF18136:IPR041336-PF00476:IPR001098	1	A0A3G2SC14	1804	PF00169{PH}:IPR001849{PH_domain}[261-353],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[530-889],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1305-1550]
4cf8438f9ccec5d073ae204e38760d2c78e1410f	PF18136:IPR041336-PF00476:IPR001098-PF00330:IPR001030-PF00694:IPR000573	1	A0A0F9WZT1	1898	PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[113-392],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[693-933],PF00330{Aconitase}:IPR001030{Acoase/IPM_deHydtase_lsu_aba}[1201-1636],PF00694{Aconitase_C}:IPR000573{AconitaseA/IPMdHydase_ssu_swvl}[1710-1824]
5024f4f58cf61726e04fa9bb563c379d7108809c	PF07727:IPR013103-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	1	W9SY83	1941	PF07727{RVT_2}:IPR013103{RVT_2}[100-206],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[529-611],PF20470{HTH_61}:IPR046931{HTH_61}[616-707],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[748-925],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1463-1858]
513f49c1751e5e1fd0eca7c577564daa85316c5c	PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF00136:IPR006134	1	A0A8S1H4H5	2450	PF20470{HTH_61}:IPR046931{HTH_61}[2-81],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[109-266],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[788-1142],PF00136{DNA_pol_B}:IPR006134{DNA-dir_DNA_pol_B_multi_dom}[1863-2313]
53599c2911d93fd79722ee7473aacd523792cc99	PF03372:IPR005135-PF02739:IPR020046-PF01367:IPR020045-PF09281:IPR015361-PF00476:IPR001098	1	A0A399EFJ5	1129	PF03372{Exo_endo_phos}:IPR005135{Endo/exonuclease/phosphatase}[4-246],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[299-470],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[472-560],PF09281{Taq-exonuc}:IPR015361{Taq_pol_thermo_exonuc}[643-715],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[750-1125]
552a0734f91ee0ce63cf30628c5aa5316e95459e	PF13086:IPR041677-PF13087:IPR041679-PF18136:IPR041336-PF00476:IPR001098-PF10247:IPR018450	1	A0A1Z8JLA8	3253	PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[662-864],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[872-1094],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[1191-1492],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1863-2105],PF10247{Romo1}:IPR018450{Romo1/Mgr2}[3171-3217]
5543e91bfda7089cf701bd3acc10b5dd2957da61	PF00270:IPR011545-PF21099:IPR048960-PF00476:IPR001098-PF09816:IPR019194	1	A0AAD5DKH8	2239	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[146-324],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[664-828],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1706-1900],PF09816{EAF}:IPR019194{Tscrpt_elong_fac_Eaf_N}[1911-2001]
5603cdd859257b799bba799a73b18edf696086af	PF00271:IPR001650-PF00476:IPR001098	1	A0AAD5DHJ1	1845	PF00271{Helicase_C}:IPR001650{Helicase_C-like}[302-378],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1377-1801]
569c4d379910c47725009eb157a8cc8557470d3a	PF18136:IPR041336-PF00476:IPR001098-PF14779:IPR032728	1	A0AAN9Y7P8	1714	PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[131-403],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[790-1056],PF14779{BBS1}:IPR032728{BBS1_N}[1151-1362]
58a4f5079558859f5308e87d78bb1b4430687366	PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098-PF00443:IPR001394	1	A0A8J5GI32	2368	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[563-728],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1024-1122],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1148-1275],PF00443{UCH}:IPR001394{Peptidase_C19_UCH}[1512-1813]
5ab552f31ad759bf47b7666958f5bac361ca8c4e	PF03478:IPR005174-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	1	A0A565BJE5	944	PF03478{DUF295}:IPR005174{DUF295}[4-252],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[362-555],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[620-734],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[761-937]
5bc9a190a9c63b893630cd67cd41be02283a2b02	PF14932:IPR032733-PF18049:IPR040940-PF18049:IPR040940-PF00476:IPR001098	1	A0A556U660	1533	PF14932{HAUS-augmin3}:IPR032733{HAUS3_N}[29-300],PF18049{DNA_pol_P_Exo}:IPR040940{DNA_pol_P_Exo}[1162-1251],PF18049{DNA_pol_P_Exo}:IPR040940{DNA_pol_P_Exo}[1259-1328],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1415-1499]
5c125c49f483a987e9d8ed59b8167fabf40b5419	PF08487:IPR013694-PF13768:IPR002035-PF00476:IPR001098	1	A0A968P4Y6	1032	PF08487{VIT}:IPR013694{VIT}[52-162],PF13768{VWA_3}:IPR002035{VWF_A}[291-443],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[652-1029]
5cc225451cc47a59a680c2fa936525ecd1bbcf7a	PF00476:IPR001098-PF07714:IPR001245-PF00790:IPR002014-PF03127:IPR004152-PF02330:IPR003428	1	A0A8S9G9Z4	1676	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[336-594],PF07714{PK_Tyr_Ser-Thr}:IPR001245{Ser-Thr/Tyr_kinase_cat_dom}[984-1058],PF00790{VHS}:IPR002014{VHS_dom}[1306-1361],PF03127{GAT}:IPR004152{GAT_dom}[1441-1515],PF02330{MAM33}:IPR003428{MAM33}[1617-1666]
5d3d7476480e3c6a26dd30f42ba20ddcd0eeb8b0	PF13202:IPR002048-PF00476:IPR001098-PF00476:IPR001098	1	A0A7R9FA24	468	PF13202{EF-hand_5}:IPR002048{EF_hand_dom}[4-21],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[154-255],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[295-384]
5e3b77b92aa27f17ed5934616f29982f9bded2f5	PF02739:IPR020046-PF01367:IPR020045-PF22619:IPR054690-PF00476:IPR001098-PF04720:IPR006502	1	A0A7J7QAD5	1466	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[18-137],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[194-264],PF22619{DNA_polI_exo1}:IPR054690{DNA_polI_exonuclease}[409-458],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[500-907],PF04720{PDDEXK_6}:IPR006502{PDDEXK-like}[1169-1245]
5ef87fdd86924a2368bbec7221588ff991236f80	PF02739:IPR020046-PF01367:IPR020045-PF00476:IPR001098-PF01121:IPR001977	1	A0A2V6W9T5	1040	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[7-173],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[174-267],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[495-789],PF01121{CoaE}:IPR001977{Depp_CoAkinase}[836-1012]
5fa5198afd5c9ec9c0afde011f08c7fa8ca1b104	PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	1	A0A0D9X4X7	1828	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[323-484],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[700-829],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[856-1047],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[1095-1166],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1450-1573],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1600-1792]
650f7679348cefdfa3a7714a7e6e99a07892faff	PF15410:IPR041681-PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	1	A0A8J6HE82	2102	PF15410{PH_9}:IPR041681{PH_9}[1-106],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[508-664],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[804-885],PF20470{HTH_61}:IPR046931{HTH_61}[890-975],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1000-1162],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1732-2096]
654799749b7cdfbad61f4131378b9e653bb5268d	PF12965:IPR024385-PF06048:IPR009270-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	1	A0A3C1GIT8	1881	PF12965{DUF3854}:IPR024385{DUF3854}[102-217],PF06048{DUF927}:IPR009270{DUF927}[433-540],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[985-1147],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1238-1384],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1716-1880]
6649a1860845c38c1ffdc40e4e92f5147369a565	PF13481-PF00476:IPR001098	1	A0A3M1SP20	1563	PF13481{AAA_25}[429-586],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1211-1506]
666282f35a0b3bb34472ceb359dff16ea6429d26	PF17921:IPR041588-PF18701:IPR040676-PF18136:IPR041336-PF00476:IPR001098	1	A0A9N6ZET8	1908	PF17921{Integrase_H2C2}:IPR041588{Integrase_H2C2}[511-563],PF18701{DUF5641}:IPR040676{DUF5641}[793-850],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[846-1129],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1541-1821]
6c5577edfd3e76f7e7055d9b637ed29b3e1b6445	PF05971:IPR010286-PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	1	A0A3M0K574	2835	PF05971{Methyltransf_10}:IPR010286{METTL16/RlmF}[1-291],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[528-694],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[761-860],PF20470{HTH_61}:IPR046931{HTH_61}[865-971],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1000-1146],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2342-2829]
